EEG1,EEG2,EEG3,EEG4,EEG5,EEG6,EEG7,EEG8
-13313.7,-11567.2,-12036.7,-16382.9,2313.3,5224.4,3993.1,4140.1
-13313.4,-11569.6,-12034.8,-16387.2,2314.1,5220.6,3992.3,4141.3
-13314.1,-11570.5,-12035,-16391.6,2316.4,5223,3997.6,4143
-13313.2,-11569,-12036.7,-16390.8,2320.1,5225.9,4001.2,4144.9
-13315,-11573.2,-12037,-16390.3,2323.6,5229.2,4007.2,4148.4
-13316.3,-11574.7,-12039.3,-16388.4,2321.6,5231.3,4008.9,4150.5
-13313.4,-11573,-12038.9,-16384.2,2313.6,5231.4,4006,4152.4
-13311.4,-11571.1,-12038.5,-16383.9,2307.5,5230.4,4003.6,4154.4
-13311.9,-11569.6,-12040.4,-16387,2304.9,5227.4,4003.2,4149.3
-13312.9,-11570.7,-12039.3,-16385.3,2310.1,5225.7,4002.9,4144.6
-13313.9,-11574.8,-12038.7,-16385.3,2308,5227.4,4002.7,4148.8
-13318.1,-11576.1,-12039.1,-16385.3,2311.2,5230.5,4005,4150.7
-13318.3,-11571.2,-12038.7,-16383.2,2315.5,5230.2,4003.4,4147.1
-13317.1,-11569.4,-12037.5,-16384.2,2314.4,5228.2,4002.9,4145.9
-13318.4,-11570.5,-12035.2,-16386.3,2314.6,5230.2,4006.2,4149
-13317.9,-11575.1,-12035.6,-16387.7,2314.8,5234.5,4010.5,4155.4
-13316.7,-11576.1,-12036.5,-16385.7,2320.1,5242.5,4017,4165.3
-13313.4,-11572.7,-12033.1,-16383.7,2320.8,5243.3,4017.3,4163.6
-13313,-11568.7,-12031.8,-16382.7,2318.5,5240.4,4013.6,4158.9
-13313,-11564.9,-12032.5,-16379.6,2316.2,5236.6,4008.7,4153.1
-13310.9,-11563.1,-12032.3,-16376.7,2316.5,5235.6,4006.1,4153.7
-13308.9,-11562.9,-12033.8,-16376,2315.9,5236.3,4005.9,4155.8
-13309.5,-11563.9,-12032,-16376.4,2318.1,5237.2,4008.1,4155.9
-13313.2,-11566.1,-12034.8,-16379,2318.5,5238.4,4012.1,4158.6
-13314.8,-11570.7,-12035.8,-16382.9,2320.3,5245,4024.7,4168.6
-13311.5,-11567.3,-12033,-16385.8,2320.2,5246.2,4026.4,4166.4
-13306.8,-11562.6,-12031,-16386.4,2318,5242.1,4019.5,4159.8
-13305.6,-11562.2,-12030.6,-16383.7,2317.4,5237.9,4013.1,4153.9
-13304.9,-11563.8,-12032.4,-16382.1,2313.6,5230.4,4003.2,4143.6
-13305.5,-11566.4,-12033.3,-16383.7,2311.4,5226.6,3998,4140.3
-13308.2,-11571,-12034.4,-16384.7,2314.3,5228.8,3999.8,4144.5
-13309.8,-11574.4,-12037.1,-16386.3,2314.8,5230.3,4002.5,4147.3
-13305.5,-11570.1,-12034.5,-16386.1,2312.1,5224.5,3997.1,4139
-13307.6,-11575.1,-12032.8,-16388.1,2317,5224.6,4000,4143.8
-13308,-11580.9,-12033.2,-16391.2,2320.6,5229.4,4007.9,4150.9
-13306.5,-11581.6,-12034.1,-16393,2321.2,5232.3,4011.8,4153
-13305.2,-11577.9,-12036.2,-16392.3,2319.9,5234.2,4011,4153.2
-13307.8,-11577.3,-12038.4,-16392.1,2318.6,5236.1,4010.5,4155.1
-13308.7,-11578.2,-12037.3,-16392.7,2317.4,5236.8,4010.6,4156.8
-13309.1,-11577.5,-12034.9,-16393.1,2315.5,5235.8,4010.4,4155.4
-13310.5,-11578,-12035.9,-16395.2,2311.1,5235,4010.1,4154.4
-13310,-11579.5,-12036.2,-16394.8,2311.3,5234.1,4009.6,4152.3
-13308.1,-11577.2,-12035.4,-16394.2,2312.9,5233.5,4008.6,4149.4
-13310.4,-11575.4,-12034.7,-16393.8,2313.6,5232.8,4006.2,4147
-13307.1,-11575.5,-12033.4,-16394.9,2316,5232.6,4003,4145.5
-13305.7,-11577,-12034.9,-16396.9,2315.6,5232.3,4001.8,4146.5
-13308.1,-11576.8,-12037.2,-16397.4,2317.7,5232.7,4002.9,4146.1
-13307.4,-11575.8,-12038.9,-16397.9,2318.8,5234.5,4004.1,4149.3
-13310.2,-11577.4,-12040.2,-16397.5,2324.1,5242.3,4012.3,4161.6
-13309.2,-11579,-12037.4,-16400.7,2324.7,5245.9,4016.5,4164.6
-13306.7,-11578.2,-12036.1,-16399.4,2325.7,5245.6,4017.2,4163.2
-13305.8,-11579.6,-12036.7,-16399,2328.3,5245.7,4019.7,4163.5
-13303.9,-11579.3,-12034.8,-16397.2,2328.1,5245.9,4021.4,4164.6
-13301.6,-11575.4,-12032.4,-16394.3,2324.2,5244.2,4019.2,4161.6
-13299.9,-11572.3,-12029.7,-16393.6,2321.8,5243.5,4017.7,4158.9
-13300.6,-11570.4,-12030.5,-16393.1,2318.1,5243.5,4016.6,4156.4
-13302.2,-11572.7,-12037.4,-16396.1,2320.2,5247,4022.5,4161
-13300.6,-11571.3,-12037.1,-16396,2320.9,5246.6,4022.1,4160.3
-13301.3,-11570.3,-12033.1,-16395.6,2317.1,5242.8,4016,4156.6
-13305,-11570.5,-12032.4,-16395.8,2318,5240,4010.1,4154.6
-13310.1,-11574.7,-12032.6,-16395.6,2315.5,5232.8,4002.8,4146.6
-13316,-11576.9,-12035.3,-16394.2,2315.9,5229.1,3995.9,4140.6
-13323,-11585,-12042,-16400.5,2319.7,5230.2,3996.1,4144.5
-13326.2,-11591.3,-12044.8,-16404.9,2321.7,5231.2,3997.9,4147.5
-13321.3,-11589.4,-12040.7,-16405.6,2318,5226,3994,4141.1
-13316.3,-11592,-12035.9,-16408.8,2316.4,5225.6,3998.1,4147
-13313.4,-11590.2,-12033.9,-16407.8,2314,5230.2,4007.2,4152.9
-13312.1,-11585,-12034,-16404.5,2314,5234.9,4013.7,4154.8
-13306.7,-11581.4,-12031.5,-16403.9,2312.1,5236.3,4015.8,4156.4
-13303.2,-11581.3,-12029.4,-16405,2310.7,5237.4,4017.8,4156.7
-13303.3,-11582.9,-12029.4,-16405.4,2313.2,5238.7,4018.3,4155.2
-13301.7,-11583.7,-12030.1,-16407.4,2313.2,5240.2,4019.8,4157.3
-13300,-11583.9,-12027.6,-16410.5,2308.7,5238.5,4019.8,4154.3
-13302.8,-11583.8,-12027.6,-16409.5,2311.4,5237.1,4019,4151.3
-13302.3,-11586.5,-12030.5,-16409.8,2314.7,5239,4020.6,4153.6
-13300.1,-11589.1,-12030.5,-16410.7,2316.7,5239.2,4021,4153.4
-13297.5,-11585.2,-12029.3,-16408,2318.7,5238.3,4017.6,4151.2
-13298,-11583.3,-12030.2,-16407.4,2316.6,5237.9,4017.3,4154.1
-13298,-11583.1,-12029.5,-16407.8,2317.5,5238.6,4017.7,4156.2
-13301.7,-11587.2,-12030.5,-16410.6,2322.2,5242.9,4021.7,4163.7
-13305.9,-11591.2,-12034.8,-16408.1,2330.6,5254.1,4033.2,4180.2
-13304.6,-11587.7,-12032.8,-16403.4,2329.5,5255.9,4036.4,4179.8
-13301.1,-11582.5,-12028.7,-16400,2327.3,5251.4,4032.5,4170.3
-13296.3,-11580.2,-12025.5,-16398.2,2326,5249.5,4027.7,4166
-13293.7,-11583.4,-12023.8,-16398.2,2327.8,5251.5,4029.1,4169.2
-13293.3,-11581.3,-12025.6,-16398.4,2329.7,5251.6,4028.1,4167.1
-13290.5,-11579.4,-12027.9,-16399.1,2331.1,5250.1,4027.1,4164.3
-13289.1,-11583.4,-12024.8,-16401.8,2328.5,5249.9,4027.8,4165.1
-13290.4,-11584.6,-12023.1,-16402.5,2326.8,5253.7,4033.6,4169.6
-13290.7,-11581.5,-12020.4,-16401.1,2328,5252.8,4034.1,4167.5
-13289.3,-11579.7,-12020.1,-16399,2329.2,5248.1,4030.2,4160.5
